"","rent","rentsqm","area","rooms","yearc","bathextra","bathtile","cheating","district","location","upkitchen","wwater"
"324",864.1,10.05,86,3,1966,"no","yes","yes","Au-Lo-La","normal","no","yes"
"325",363.35,11.01,33,1,1970,"no","yes","yes","Pas-Obmenz","normal","no","yes"
"326",619.69,5.16,120,4,1918,"no","no","yes","Pas-Obmenz","normal","no","yes"
"327",862.57,7.84,110,5,1918,"yes","yes","yes","Pas-Obmenz","normal","no","yes"
"328",499.23,6.66,75,3,1969,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"329",938.61,11.45,82,3,1967,"yes","yes","yes","Th-Ob-Fo-Fu-So","top","yes","yes"
"330",611.96,11.13,55,2,1972,"no","yes","yes","Lud-Isar","normal","no","yes"
"331",826.91,8.27,100,3,1918,"no","no","yes","Schwanth","normal","no","yes"
"332",442.9,7.38,60,2,1966,"no","yes","yes","Moos","normal","no","yes"
"333",877,11.39,77,3,1971,"no","no","yes","Neuh-Nymp","good","no","yes"
"334",238.62,2.43,98,3,1918,"no","yes","no","Neuh-Nymp","normal","no","yes"
"335",983.17,9.36,105,4,1948,"yes","yes","yes","Neuh-Nymp","good","yes","yes"
"336",107.74,2.63,41,1,1939,"no","no","yes","Neuh-Nymp","normal","no","yes"
"337",819.13,9.1,90,3,1985,"yes","yes","yes","Neuh-Nymp","good","no","yes"
"338",417.47,5.09,82,4,1960,"no","no","yes","Neuh-Nymp","normal","no","yes"
"339",1095.49,10.95,100,3,1978,"no","yes","yes","SchwWest","normal","yes","yes"
"340",735.52,10.98,67,2,1918,"no","yes","yes","Maxvor","good","yes","yes"
"341",710.24,12.46,57,2,1991,"yes","yes","yes","Trud-Rie","normal","no","yes"
"342",632.47,12.16,52,2,1972,"no","yes","yes","Send","normal","no","yes"
"343",870,9.06,96,3,1918,"no","yes","yes","Send","normal","no","yes"
"344",495.84,7.87,63,2,1970,"no","no","yes","Send-West","normal","no","yes"
"345",268.36,7.89,34,1,1957.5,"no","yes","no","Send","normal","no","yes"
"346",637.85,7.78,82,3,1987,"no","yes","yes","Schwanth","normal","no","yes"
"347",894.78,11.47,78,3,1918,"yes","yes","yes","Au-Haid","good","yes","yes"
"348",444.83,11.12,40,2,1918,"no","yes","yes","Lud-Isar","normal","no","yes"
"349",587.99,9.48,62,2,1918,"no","yes","yes","Lud-Isar","normal","no","yes"
"350",485.73,9.91,49,2,1918,"no","yes","yes","Neuh-Nymp","good","no","yes"
"351",766.95,10.65,72,3,1990,"no","yes","yes","Neuh-Nymp","good","no","yes"
"352",720.93,10.45,69,3,1918,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"353",652.04,8.47,77,3,1971,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"354",536.86,9.76,55,2,1973,"no","yes","yes","Neuh-Nymp","good","no","yes"
"355",332.6,8.32,40,2,1972,"no","yes","yes","Neuh-Nymp","good","no","yes"
"356",584.6,9.13,64,2,1972,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"357",1344.72,10.76,125,6,1993,"no","yes","yes","Neuh-Nymp","good","no","yes"
"358",442.46,4.21,105,4,1998.5,"no","yes","yes","Ram-Per","good","no","yes"
"359",602.6,10.96,55,2,1989,"no","yes","yes","Ram-Per","normal","no","yes"
"360",562.43,11.25,50,2,1987,"yes","yes","yes","Ram-Per","normal","no","yes"
"361",384,7.11,54,2,1975,"no","yes","yes","BamLaim","normal","no","yes"
"362",334,5.3,63,4,1966,"no","yes","yes","BamLaim","normal","no","yes"
"363",239.44,4.79,50,2,1966,"yes","yes","yes","BamLaim","normal","no","yes"
"364",910.11,9.48,96,4,1918,"yes","yes","yes","Lud-Isar","good","no","yes"
"365",541.87,16.93,32,1,1918,"no","yes","yes","Alt-Le","good","no","yes"
"366",372.34,4.14,90,3,1924,"no","yes","yes","Au-Haid","normal","no","yes"
"367",841.08,9.04,93,3,1918,"no","yes","yes","Au-Haid","normal","no","yes"
"368",261.53,5.56,47,1,1948,"yes","no","yes","Ram-Per","normal","no","yes"
"369",640.14,8.42,76,2,1981,"yes","yes","yes","Pas-Obmenz","normal","no","yes"
"370",688.31,10.59,65,2,1983,"no","yes","yes","Pas-Obmenz","normal","no","yes"
"371",1789.55,18.26,98,3,1994,"yes","yes","yes","Pas-Obmenz","top","yes","yes"
"372",311.87,5.38,58,3,1960,"no","no","no","Mil-AmH","normal","no","no"
"373",263.21,4.11,64,2,1939,"no","no","no","Maxvor","good","no","no"
"374",345.23,10.15,34,2,1960,"no","yes","yes","SchwWest","normal","no","yes"
"375",487.89,8.13,60,2,1957,"no","yes","yes","Maxvor","good","no","yes"
"376",479.87,5.85,82,3,1918,"no","yes","yes","SchwWest","normal","no","yes"
"377",1089.39,9.81,111,4,1957,"no","yes","yes","SchwWest","good","no","yes"
"378",484.04,9.68,50,2,1987,"no","yes","yes","Maxvor","good","no","yes"
"379",619.98,11.48,54,2,1980,"no","yes","yes","Maxvor","normal","no","yes"
"380",1216.99,11.59,105,4,1974,"yes","yes","yes","Ugies-Har","top","yes","yes"
"381",551.64,5.16,107,5,1918,"no","no","yes","Neuh-Nymp","good","no","yes"
"382",81.28,1.89,43,2,1918,"no","yes","no","Send","normal","no","yes"
"383",344.24,2.87,120,3,1918,"no","yes","yes","Neuh-Nymp","good","no","yes"
"384",674.26,7.66,88,4,1983,"yes","yes","yes","Laim","normal","no","yes"
"385",170.04,2.5,68,3,1918,"no","yes","no","Neuh-Nymp","good","no","no"
"386",591.56,7.99,74,3,1966,"no","yes","yes","Laim","normal","no","yes"
"387",171.61,5.05,34,1,1966,"no","yes","yes","Neuh-Nymp","good","no","yes"
"388",840.22,9.03,93,4,1957,"no","yes","yes","Lud-Isar","normal","no","yes"
"389",390.44,9.76,40,2,1975,"no","yes","yes","Maxvor","good","no","yes"
"390",683.74,7.95,86,3,1972,"no","yes","yes","Th-Ob-Fo-Fu-So","top","no","yes"
"391",778.34,8.19,95,3,1960,"no","yes","yes","Ugies-Har","normal","no","yes"
"392",370.71,6.74,55,3,1960,"no","yes","yes","Au-Haid","normal","no","yes"
"393",447.83,4.39,102,3,1918,"no","yes","no","Ram-Per","normal","no","yes"
"394",286.95,7.17,40,1,1948,"no","yes","yes","Ugies-Har","normal","no","yes"
"395",359.17,5.21,69,3,1960,"no","no","no","Au-Haid","good","no","no"
"396",442.29,5.33,83,3,1966,"no","no","yes","Ugies-Har","normal","no","yes"
"397",77.31,1.8,43,2,1948,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","no"
"398",257.18,8.3,31,1,1948,"no","no","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"399",635.94,7.95,80,3,1982,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"400",533.66,5.74,93,4,1957,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"401",240.31,9.24,26,1,1957,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"402",424.38,5.51,77,3,1960,"no","yes","yes","Laim","normal","no","yes"
"403",260.41,6.06,43,2,1957,"no","no","yes","Laim","normal","no","yes"
"404",249.1,4.7,53,2,1957,"no","no","yes","Laim","good","no","yes"
"405",426.61,5.93,72,3,1948,"no","yes","yes","Laim","normal","no","yes"
"406",287.36,4.95,58,3,1957,"no","no","no","Laim","normal","no","yes"
"407",624.3,9.18,68,2,1993,"no","yes","yes","Laim","normal","no","yes"
"408",352.79,7.67,46,2,1918,"no","yes","no","Send","normal","no","yes"
"409",595.66,8.05,74,3,1957.5,"no","no","yes","Maxvor","good","no","yes"
"410",355.59,6.97,51,2,1993,"no","yes","yes","Neuh-Nymp","good","no","yes"
"411",432.87,6.27,69,3,1948,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"412",321.77,7.31,44,1,1957,"no","no","yes","Lud-Isar","normal","no","yes"
"413",377.25,5.24,72,3,1957,"no","yes","no","Maxvor","good","no","no"
"414",288.88,3.7,78,3,1966,"no","yes","yes","Maxvor","normal","no","yes"
"415",994.29,11.7,85,4,1957.5,"no","yes","yes","Maxvor","good","no","yes"
"416",945.91,9.01,105,4,1966,"no","yes","yes","Lud-Isar","good","no","yes"
"417",383.36,4.62,83,3,1918,"no","yes","no","Lud-Isar","normal","no","yes"
"418",587.99,12.51,47,2,1994,"no","yes","yes","Neuh-Nymp","good","no","yes"
"419",995,10.47,95,3,1918,"no","yes","yes","Neuh-Nymp","good","no","yes"
"420",640,11.03,58,2,1960,"no","yes","yes","Neuh-Nymp","normal","yes","yes"
"421",732.87,8.72,84,4,1957.5,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"422",516.05,6.45,80,3,1957.5,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"423",647.81,8.2,79,3,1948,"no","yes","yes","SchwWest","good","no","yes"
"424",610.77,5.18,118,4,1918,"no","yes","no","SchwWest","good","no","no"
"425",281.21,10.04,28,1,1968,"no","yes","yes","Ugies-Har","good","no","yes"
"426",1073.73,11.3,95,3,1986,"no","yes","yes","Ugies-Har","top","no","yes"
"427",537.44,10.14,53,2,1918,"no","yes","yes","Ugies-Har","normal","no","yes"
"428",367.78,4.84,76,3,1948,"no","yes","yes","Obgies","normal","no","yes"
"429",250.09,4.31,58,2,1966,"no","yes","yes","Ram-Per","normal","no","yes"
"430",404.72,5.62,72,3,1957.5,"no","yes","yes","Obgies","normal","no","yes"
"431",445.13,6.36,70,3,1966,"no","yes","yes","Ugies-Har","normal","no","yes"
"432",564.27,7.05,80,3,1976,"no","yes","yes","Ugies-Har","top","no","yes"
"433",562.43,9.87,57,2,1948,"no","yes","yes","Ugies-Har","normal","no","yes"
"434",613.33,9.89,62,2,1972,"no","yes","yes","Ugies-Har","normal","no","yes"
"435",542.86,9.2,59,2,1957,"no","yes","yes","Ugies-Har","normal","no","yes"
"436",1165.75,11.54,101,5,1960,"no","yes","yes","Ugies-Har","normal","no","yes"
"437",320.07,9.14,35,1,1966,"no","yes","yes","Ugies-Har","normal","no","yes"
"438",824.21,10.3,80,3,1918,"no","yes","yes","Au-Haid","good","no","yes"
"439",307.68,4.27,72,3,1918,"no","yes","no","Au-Haid","good","no","no"
"440",498.79,6.83,73,3,1960,"no","yes","yes","Ugies-Har","normal","no","yes"
"441",357.91,11.18,32,1,1975,"no","yes","yes","Au-Haid","normal","no","yes"
"442",1053.25,17.27,61,2,1997,"no","yes","yes","Ugies-Har","normal","yes","yes"
"443",761.94,8.37,91,4,1968,"yes","yes","yes","Ugies-Har","good","no","yes"
"444",460.17,9.79,47,1,1996,"no","yes","yes","Ugies-Har","normal","no","yes"
"445",368.59,7.09,52,2,2000,"no","yes","yes","Ugies-Har","good","no","yes"
"446",417.34,8.03,52,2,1939,"no","yes","yes","Ugies-Har","good","no","yes"
"447",584.25,8.35,70,2,1918,"yes","yes","yes","Au-Haid","normal","no","yes"
"448",532.31,10.65,50,2,1957,"no","yes","yes","Ugies-Har","normal","no","yes"
"449",733.6,6.67,110,4,1918,"yes","yes","no","Ugies-Har","normal","yes","yes"
"450",745.62,11.84,63,2,1918,"no","yes","yes","Alt-Le","good","no","yes"
"451",483.69,10.08,48,1,1948,"no","yes","yes","Maxvor","good","no","yes"
"452",574.25,8.32,69,3,1966,"no","yes","yes","BamLaim","normal","no","yes"
"453",746.32,9.1,82,3,1918,"no","no","yes","Lud-Isar","good","no","yes"
"454",480.88,6.09,79,3,1948,"no","yes","yes","Lud-Isar","good","no","yes"
"455",402.91,4.03,100,4,1918,"no","yes","yes","Lud-Isar","good","no","yes"
"456",640.39,6.74,95,3,1918,"no","yes","no","Lud-Isar","normal","no","yes"
"457",458.03,5.33,86,4,1972,"no","no","yes","Mil-AmH","normal","yes","yes"
"458",283.36,7.66,37,1,1969,"no","no","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"459",483.16,6.9,70,3,1971,"no","no","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"460",457.2,9.94,46,1,1971,"no","yes","yes","Th-Ob-Fo-Fu-So","good","no","yes"
"461",637.95,7.01,91,4,1969,"no","no","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"462",634.76,8.14,78,3,1987,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"463",749.05,8.23,91,3,1972,"no","yes","yes","Send-West","normal","no","yes"
"464",741.39,7.89,94,4,1966,"no","yes","yes","Send-West","normal","no","yes"
"465",434.24,7.24,60,3,1966,"no","no","yes","Send","normal","no","yes"
"466",573.37,6.67,86,4,1970,"no","yes","yes","Ram-Per","normal","no","yes"
"467",659.58,7.76,85,4,1969,"no","yes","yes","Ram-Per","normal","no","yes"
"468",422.3,6.12,69,3,1973,"no","yes","yes","Ram-Per","normal","no","yes"
"469",379.29,7.29,52,2,1973,"no","yes","yes","Ram-Per","normal","no","yes"
"470",441.41,4.65,95,3,1957.5,"no","yes","yes","Schwanth","normal","no","yes"
"471",805.33,7.74,104,3,1983,"yes","yes","yes","Au-Lo-La","normal","yes","yes"
"472",680.03,9.44,72,2,1918,"no","yes","yes","SchwWest","good","no","no"
"473",677.46,9.41,72,2,1990,"no","yes","yes","SchwWest","good","no","yes"
"474",1012.86,11.92,85,3,1957,"no","yes","yes","SchwWest","good","no","yes"
"475",605.31,7.12,85,3,1957,"no","yes","yes","SchwWest","good","no","yes"
"476",689.2,6.69,103,4,1918,"no","yes","yes","SchwWest","good","no","yes"
"477",613.56,9.9,62,3,1957,"no","yes","no","SchwWest","good","no","yes"
"478",628.29,8.38,75,3,1948,"no","yes","yes","SchwWest","good","no","yes"
"479",482.96,8.78,55,2,1957,"no","yes","no","Maxvor","good","no","yes"
"480",843.65,11.25,75,3,1918,"no","yes","yes","Lud-Isar","normal","no","yes"
"481",488.08,8.42,58,2,1966,"no","yes","yes","Maxvor","good","no","yes"
"482",267.48,7.43,36,1,1957.5,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"483",366.55,4.7,78,3,1924,"no","yes","no","Laim","normal","no","yes"
"484",818.08,10.1,81,3,1918,"yes","yes","yes","Lud-Isar","good","no","yes"
"485",383.47,8.72,44,1,1918,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"486",460,6.48,71,3,1918,"no","yes","no","Neuh-Nymp","good","no","yes"
"487",244.5,12.23,20,1,1918,"no","no","no","Neuh-Nymp","normal","no","yes"
"488",393.7,8.95,44,1,1939,"no","yes","yes","Neuh-Nymp","good","no","yes"
"489",818.07,8.18,100,4,1924,"yes","yes","yes","Moos","normal","no","yes"
"490",649.36,8.12,80,3,1918,"no","no","yes","Neuh-Nymp","normal","no","yes"
"491",971.47,12.14,80,3,1988,"no","yes","yes","Neuh-Nymp","good","no","yes"
"492",463.4,11.59,40,2,1918,"no","yes","no","Au-Haid","good","no","yes"
"493",541.8,8.09,67,3,1918,"no","yes","yes","Au-Haid","good","no","yes"
"494",698.14,6.84,102,3,1918,"no","yes","yes","Au-Haid","good","no","yes"
"495",574.62,9.58,60,2,1972,"no","yes","yes","Obgies","normal","no","yes"
"496",716,8.84,81,3,1960,"no","yes","yes","SchwWest","good","no","yes"
"497",299.62,7.49,40,2,1948,"no","yes","yes","Mil-AmH","normal","no","yes"
"498",501.07,9.64,52,2,1948,"no","yes","yes","Schwab-Frei","normal","no","yes"
"499",676.68,7.2,94,4,1918,"no","yes","yes","Au-Haid","good","no","yes"
"500",642.88,11.69,55,1,1960,"no","yes","yes","Bogenh","good","no","yes"
"501",579.28,9.19,63,2,1991,"no","yes","yes","Bogenh","normal","no","yes"
"502",498.5,7.67,65,3,1918,"no","yes","yes","Obgies","normal","no","yes"
"503",420.5,7.01,60,2,1918,"no","no","yes","Obgies","normal","no","yes"
"504",329.01,6.45,51,2,1966,"no","yes","yes","All-Umenz","normal","no","yes"
"505",169.74,3.2,53,2,1960,"no","no","yes","Moos","normal","no","yes"
"506",324.72,5.8,56,2,1948,"no","yes","yes","All-Umenz","normal","no","yes"
"507",489.78,8.16,60,2,1948,"no","yes","yes","Pas-Obmenz","good","no","yes"
"508",676.46,7.87,86,4,1968,"no","no","yes","Send","normal","no","yes"
"509",568.98,10.94,52,2,1987,"no","yes","yes","Ugies-Har","normal","no","yes"
"510",408.02,6.8,60,2,1966,"no","yes","yes","Obgies","normal","no","yes"
"511",336.29,7.01,48,1,1970,"no","yes","yes","Obgies","normal","no","yes"
"512",806.79,8.77,92,4,1960,"no","yes","yes","Obgies","normal","no","yes"
"513",623.02,7.51,83,3,1973,"no","yes","yes","Ram-Per","normal","yes","yes"
"514",668.34,7.68,87,4,1966,"no","yes","yes","Ram-Per","good","no","yes"
"515",230.15,7.19,32,1,1975,"no","yes","yes","BamLaim","normal","no","yes"
"516",441.41,6.79,65,2,1960,"no","yes","no","Ugies-Har","normal","no","yes"
"517",489.58,6.9,71,3,1957.5,"no","yes","yes","Ugies-Har","normal","no","yes"
"518",602.16,7.53,80,3,1918,"no","yes","no","Au-Haid","good","no","yes"
"519",285.7,16.81,17,1,1969,"no","yes","yes","Ugies-Har","normal","no","yes"
"520",511.31,9.3,55,2,1968,"no","no","yes","Maxvor","good","no","yes"
"521",306.78,7.67,40,2,1918,"no","yes","yes","Alt-Le","good","no","yes"
"522",485.24,8.22,59,3,1960,"no","no","yes","Schwab-Frei","good","no","yes"
"523",591.67,7.79,76,3,1957.5,"no","yes","yes","Schwab-Frei","good","no","yes"
"524",714.87,7.37,97,4,1918,"no","yes","yes","Maxvor","good","no","yes"
"525",850.48,7.73,110,4,1960,"yes","yes","yes","Pas-Obmenz","good","no","yes"
"526",1035.68,9.42,110,4,1957,"no","yes","yes","Pas-Obmenz","good","no","yes"
"527",386.65,7.89,49,2,1993,"no","yes","yes","Maxvor","good","no","yes"
"528",951.81,10.02,95,3,1918,"no","yes","no","Lud-Isar","normal","no","yes"
"529",579.81,10.74,54,2,1957,"no","yes","yes","Lud-Isar","good","no","yes"
"530",680.03,8.72,78,3,1985,"no","yes","yes","BamLaim","normal","no","yes"
"531",450.96,11.27,40,2,1991,"no","yes","yes","Trud-Rie","good","no","yes"
"532",968.16,9.31,104,4,1998.5,"yes","yes","yes","BamLaim","normal","no","yes"
"533",369.05,7.53,49,2,1957,"no","yes","yes","Maxvor","good","no","yes"
"534",653.16,7.26,90,3,1918,"yes","no","yes","Maxvor","good","yes","yes"
"535",479.95,9.23,52,2,1957,"no","yes","yes","Laim","normal","no","yes"
"536",533.75,8.09,66,2,1966,"no","yes","yes","Laim","good","no","yes"
"537",200.84,3.09,65,3,1948,"no","no","no","Laim","normal","no","no"
"538",349.06,6.12,57,3,1948,"no","no","yes","Laim","normal","no","yes"
"539",899.73,9,100,4,1966,"yes","yes","yes","Laim","good","no","yes"
"540",843.64,9.93,85,3,1973,"yes","yes","yes","Th-Ob-Fo-Fu-So","good","no","yes"
"541",597.47,6.87,87,3,1924,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"542",1308.94,10.91,120,4,1957.5,"yes","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"543",676.77,3.76,180,6,1924,"no","yes","yes","Au-Haid","good","no","no"
"544",528.03,9.78,54,2,1966,"no","yes","yes","Bogenh","normal","no","yes"
"545",856.24,9.96,86,3,1983,"no","yes","yes","SchwWest","good","no","yes"
"546",971.47,10.56,92,3,1966,"no","yes","yes","SchwWest","normal","no","yes"
"547",369.84,11.21,33,1,1957,"no","yes","yes","SchwWest","good","no","yes"
"548",408.84,7.86,52,1,1957,"no","yes","yes","SchwWest","good","no","yes"
"549",334.41,4.78,70,3,1924,"no","yes","yes","SchwWest","good","no","yes"
"550",711.56,8.18,87,3,1972,"no","yes","yes","Laim","good","no","yes"
"551",563.79,7.05,80,4,1918,"no","yes","no","Send","normal","no","no"
"552",585.44,10.64,55,2,1918,"no","yes","yes","Neuh-Nymp","good","no","yes"
"553",770.34,8.66,89,3,1993,"no","yes","yes","Ugies-Har","top","no","yes"
"554",622.11,11.31,55,2,1993,"no","yes","yes","BamLaim","normal","yes","yes"
"555",246.18,6,41,2,1957,"no","no","yes","BamLaim","normal","no","yes"
"556",1173.94,6.35,185,6,1918,"yes","yes","yes","Au-Haid","good","no","yes"
"557",537.38,6.72,80,3,1957,"no","yes","yes","Au-Haid","normal","no","yes"
"558",293.22,5.14,57,2,1966,"no","yes","yes","BamLaim","normal","no","yes"
"559",562.43,9.53,59,3,1966,"no","yes","no","BamLaim","normal","no","yes"
"560",383.48,9.59,40,1,1969,"no","yes","yes","Bogenh","good","no","yes"
"561",688.31,7.65,90,4,1986,"no","yes","yes","Bogenh","good","no","yes"
"562",477.73,9.01,53,2,1998,"no","yes","yes","Bogenh","normal","no","yes"
"563",1037.94,10.59,98,4,1991,"no","yes","yes","Bogenh","normal","yes","yes"
"564",639.12,11.62,55,2,1993,"no","yes","yes","Ram-Per","good","yes","yes"
"565",1091.6,13.65,80,3,1957.5,"no","yes","yes","Maxvor","good","yes","yes"
"566",618.67,8.14,76,3,1957,"no","no","yes","Maxvor","good","no","yes"
"567",741.39,9.38,79,3,1948,"no","yes","yes","Maxvor","good","no","yes"
"568",312.92,12.04,26,1,1967,"no","yes","yes","Schwab-Frei","good","no","yes"
"569",408.32,8.88,46,2,1957,"no","no","yes","Schwab-Frei","normal","no","yes"
"570",826.26,8.88,93,3,1918,"no","yes","yes","Au-Haid","good","no","yes"
"571",350.63,7.3,48,2,1960,"no","no","yes","Au-Haid","normal","no","yes"
"572",383.47,10.36,37,1,1957,"no","yes","yes","Obgies","normal","no","yes"
"573",493.43,12.34,40,1,1972,"no","yes","yes","Au-Haid","normal","no","yes"
"574",666.51,10.58,63,2,1981,"no","yes","yes","Au-Haid","good","no","yes"
"575",664.69,8.86,75,3,1971,"no","yes","yes","Ram-Per","normal","no","yes"
"576",551.7,7.16,77,3,1971,"no","no","yes","Ram-Per","normal","no","yes"
"577",585.09,8.13,72,3,1970,"no","yes","yes","Ram-Per","normal","no","yes"
"578",450.96,6.44,70,3,1966,"yes","yes","yes","Ram-Per","good","no","yes"
"579",593.77,7.61,78,3,1976,"yes","yes","yes","Ram-Per","good","no","yes"
"580",598.22,8.93,67,2,1948,"no","yes","yes","Schwab-Frei","normal","no","yes"
"581",420.15,7.24,58,2,1960,"no","no","yes","Lud-Isar","good","no","yes"
"582",618.84,9.1,68,2,1948,"no","yes","no","Obgies","normal","no","yes"
"583",507.02,6.95,73,3,1957,"no","yes","yes","Obgies","normal","no","yes"
"584",531.75,8.86,60,2,1986,"no","yes","yes","Obgies","normal","yes","yes"
"585",734.54,8.64,85,4,1918,"no","yes","yes","Au-Haid","normal","no","yes"
"586",1017.49,12.72,80,3,1998,"no","yes","yes","Lud-Isar","good","no","yes"
"587",567.55,12.34,46,2,1993,"no","yes","yes","Lud-Isar","normal","no","yes"
"588",500.06,8.2,61,2,1957.5,"no","yes","no","Lud-Isar","normal","no","yes"
"589",331.17,8.72,38,2,1918,"no","yes","yes","Lud-Isar","normal","no","yes"
"590",593.11,10.59,56,2,1957,"no","yes","yes","Lud-Isar","normal","no","yes"
"591",134.37,2.24,60,2,1957.5,"no","yes","no","Lud-Isar","normal","no","yes"
"592",195.72,4.89,40,2,1918,"no","yes","no","Schwanth","normal","no","yes"
"593",659.64,6.6,100,4,1918,"no","yes","yes","Schwanth","normal","no","yes"
"594",773.08,11.04,70,3,1918,"no","yes","yes","Bogenh","good","no","yes"
"595",313.78,4.3,73,3,1918,"no","yes","yes","Au-Haid","good","no","yes"
"596",279.21,5.47,51,2,1960,"no","no","yes","Au-Haid","good","no","yes"
"597",660.79,10.01,66,2,1991,"no","yes","yes","Trud-Rie","good","yes","yes"
"598",474.4,3.95,120,4,1918,"no","yes","yes","Send","normal","no","yes"
"599",574.14,8.83,65,3,1968,"no","yes","yes","Send-West","normal","no","yes"
"600",180.4,3.22,56,2,1957,"no","no","no","Send-West","normal","no","yes"
"601",736.42,6.29,117,3,1918,"no","no","no","Send","normal","no","yes"
"602",360.56,4.74,76,3,1924,"no","yes","yes","Send","normal","no","yes"
"603",736.9,10.53,70,2,1918,"no","yes","yes","Schwab-Frei","good","no","yes"
"604",536.87,10.74,50,3,1960,"no","yes","yes","Feld-Has","normal","no","yes"
"605",682.79,10.04,68,3,1967,"no","yes","yes","SchwWest","normal","no","yes"
"606",531.76,6.04,88,3,1918,"no","no","no","SchwWest","good","no","yes"
"607",372.6,4.19,89,3,1993,"no","no","yes","SchwWest","good","no","yes"
"608",575,6.85,84,3,1957,"no","yes","yes","Lud-Isar","good","no","yes"
"609",282.93,9.13,31,1,1957,"no","yes","yes","Alt-Le","good","no","yes"
"610",705.59,8.02,88,4,1972,"yes","yes","yes","Feld-Has","normal","no","yes"
"611",513.26,7.44,69,2,1966,"no","yes","yes","Feld-Has","normal","no","yes"
"612",1004,11.16,90,4,2000,"yes","yes","yes","Moos","normal","no","yes"
"613",434.6,7.76,56,2,1966,"no","yes","yes","Moos","normal","no","yes"
"614",448.55,6.06,74,3,1960,"no","yes","yes","Obgies","normal","no","yes"
"615",564.65,8.96,63,2,1957,"no","yes","yes","Obgies","normal","no","yes"
"616",423.99,7.85,54,2,1971,"no","yes","yes","Obgies","normal","no","yes"
"617",684.73,7.96,86,4,1977,"no","no","yes","Ram-Per","normal","no","yes"
"618",1043.73,9.85,106,3,1918,"no","yes","yes","Lud-Isar","normal","no","yes"
"619",276.33,3.18,87,4,1948,"no","yes","yes","Neuh-Nymp","normal","no","yes"
"620",310.91,9.42,33,2,1966,"no","no","yes","Neuh-Nymp","good","no","yes"
"621",460.17,8.68,53,2,1918,"no","yes","yes","Neuh-Nymp","good","yes","yes"
"622",363.77,5.05,72,3,1948,"no","no","yes","Neuh-Nymp","normal","no","yes"
"623",509,6.53,78,3,1968,"no","yes","yes","Th-Ob-Fo-Fu-So","normal","no","yes"
"624",643.26,10.21,63,3,1948,"no","yes","no","Had","good","no","no"
"625",385.61,4.94,78,3,1966,"no","yes","yes","Send-West","good","no","yes"
"626",700.68,9.47,74,4,1974,"no","yes","yes","Ram-Per","normal","no","yes"
"627",380.62,9.52,40,1,1988,"no","yes","yes","Trud-Rie","good","no","yes"
"628",399.49,7.68,52,2,1969,"no","yes","yes","Trud-Rie","good","no","yes"
"629",999.22,7.69,130,4,2000,"yes","yes","yes","Trud-Rie","good","no","yes"
"630",687.26,9.68,71,3,1966,"no","yes","yes","Obgies","normal","no","yes"
"631",394.21,7.44,53,2,1957.5,"no","yes","yes","Lud-Isar","normal","no","yes"
"632",435.21,6.7,65,2,1957,"yes","no","yes","Lud-Isar","normal","no","yes"
"633",370.72,5.53,67,2,1918,"no","yes","yes","Schwanth","normal","no","yes"
"634",368.13,11.88,31,1,1985,"no","yes","yes","Mil-AmH","normal","no","yes"
"635",1073.73,9.34,115,4,2000,"yes","yes","yes","Schwab-Frei","normal","no","yes"
"636",620.34,5.8,107,4,1971,"no","yes","yes","Schwab-Frei","normal","no","yes"
"637",413.09,7.38,56,2,1998.5,"no","yes","yes","Schwab-Frei","normal","yes","yes"
"638",724.37,9.17,79,3,1966,"no","yes","yes","Laim","good","no","yes"
"639",384.03,6.86,56,2,1969,"no","yes","yes","Laim","good","no","yes"
"640",1057.04,10.68,99,3,1989,"no","yes","yes","Pas-Obmenz","normal","yes","yes"
"641",494.07,8.37,59,2,1983,"no","yes","yes","Had","normal","no","yes"
"642",465.74,6.47,72,2,1924,"no","no","yes","Moos","normal","no","yes"
"643",265.22,2.95,90,4,1918,"no","yes","no","Neuh-Nymp","normal","no","no"
"644",343.3,5.05,68,3,1957,"no","no","no","Maxvor","good","no","no"
"645",398.54,6.53,61,3,1966,"no","no","yes","Neuh-Nymp","normal","no","yes"
"646",787.2,9.84,80,2,1924,"no","no","no","Neuh-Nymp","good","no","yes"
